,Date,Tweets
39,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
40,2020-04-10,#RELIANCE SELL FROM 0.886 https://t.co/Fc8ik8YRkW
41,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
42,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
43,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
44,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
45,2020-04-10,"RT @bigfundu: #Reliance Retail is now on #Netmeds. 

Get groceries, pantry essentials and enjoy home delivery in 173 cities. I just checked…"
46,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
47,2020-04-10,"RT @Pathik_Trader: #Reliance
#Motabhai

Trading at support turn resistance zone.

Daily candle is showing indecisiveness.

Look for shortin…"
48,2020-04-10,"RT @nareshbahrain: #RELIANCE 
Support identified on 12/3 was 795-870
low made on 23/3/ was 875
Now #trading @ 1210 ( 37%)

When right suppo…"
49,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
50,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
51,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
52,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
53,2020-04-10,"Really #jio is to bad service provider.....     Network problem will make your day happy 😂😂 

Like #reliance      #jio will also go.... Out from the market."
54,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
55,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
56,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
57,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
58,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
59,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
60,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
61,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
62,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
63,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
64,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
65,2020-04-10,"RT @taran_adarsh0: #OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline i…"
66,2020-04-10,"#OneWordReview...
#83film : ENTERTAINER.
Rating: ⭐️⭐⭐️⭐️
Well-packaged *entertainer* that will roar at BO... Storyline is its USP and #RanveerSingh, the soul, ... #Deepika, #Pankaj in good form... Another HIT from #Reliance-#Kabirkhan  combo. #83filmReview https://t.co/38XUkkv7hA"
67,2020-04-10,"RT @Pathik_Trader: #Reliance
#Motabhai

Trading at support turn resistance zone.

Daily candle is showing indecisiveness.

Look for shortin…"
68,2020-04-10,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
69,2020-04-10,"RT @Pathik_Trader: #Reliance
#Motabhai

Trading at support turn resistance zone.

Daily candle is showing indecisiveness.

Look for shortin…"
70,2020-04-10,"RT @Pathik_Trader: #Reliance
#Motabhai

Trading at support turn resistance zone.

Daily candle is showing indecisiveness.

Look for shortin…"
71,2020-04-10,"#Reliance
#Motabhai

Trading at support turn resistance zone.

Daily candle is showing indecisiveness.

Look for shorting opportunity here once we get confirmation with red candle close below PDL.

On short side we can first eye for 1100-1080 as first target. https://t.co/Dfm9QUFkVH"
72,2020-04-10,"RT @RILCampus: Hey #RelianceSummer Interns 2020, its time to reveal who your teammates are! Just swipe left and unveil it!

#RelianceFamily…"
73,2020-04-10,"RT @bigfundu: #Reliance Retail is now on #Netmeds. 

Get groceries, pantry essentials and enjoy home delivery in 173 cities. I just checked…"
74,2020-04-10,"@DDNational
 
@d2h_online
  is your channel is free so why not show in our #videocon d2h tv and ask for paid for that channel ??

#reliance #Tatasky #jiotv #AirtelThanksApp #idea 
#Ramayan #Mahabharat #DDNational"
75,2020-04-10,"Technology companies has more scope post Covid19. 5G, IoT, AI, Cloud, etc could be the future of how industries operates.
#Amazon #Microsoft #Google #SterliteTech #Reliance #BhartiAirtel #TCS #Infosys #HCLTech

https://t.co/d2gVMWxfCJ"
76,2020-04-10,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
77,2020-04-10,"RT @bigfundu: #Reliance Retail is now on #Netmeds. 

Get groceries, pantry essentials and enjoy home delivery in 173 cities. I just checked…"
78,2020-04-10,"#Reliance Retail is now on #Netmeds. 

Get groceries, pantry essentials and enjoy home delivery in 173 cities. I just checked for my home and it is not available but it is available for my in-laws.

https://t.co/FaUquBnDjz"
79,2020-04-10,"RT @meet_ishaan: #SBI State Bank of India: https://t.co/PCjEqWjLoq
#ITC : https://t.co/FhRMGSG0qB
#Reliance : https://t.co/LFQGPjieA9
#Asho…"
80,2020-04-10,"#SBI State Bank of India: https://t.co/PCjEqWjLoq
#ITC : https://t.co/FhRMGSG0qB
#Reliance : https://t.co/LFQGPjieA9
#AshokLeyland : https://t.co/evN84vEH2O

🔥🔥🔥🔥"
81,2020-04-10,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
82,2020-04-10,"#Reliance 
How much stock fell from top - ~46%
How much stock recovered from bottom - ~41%
Still stock is down ~31% from top. https://t.co/6LgMbfJ2M6"
83,2020-04-10,"RT @RILCampus: We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to ser…"
84,2020-04-10,#Reliance #Jio never leaves an opportunity to make money - will keep giving constant messages like Data Exhausted - recharge with booster - sucking your blood with mini recharge boosters like Rs 11 21 50 or 100 - #Shagun maangta rehta hai #MukeshAmbani - @reliancejio
85,2020-04-10,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
86,2020-04-09,#RELIANCE - The golden time for the market is ahead of us &amp; not behind us!  - TradingView - https://t.co/4aVhp76Az6
87,2020-04-09,"We did a RP1334 Long Block Assembly build and thought we would share it with you. This long block fits a Cummins 4B390, 4BT390, and 4BTA390. For the full video, go to our Youtube channel: https://t.co/1TL63UktIf
.
.
#reliance #longblock #cummins #engine #heavyduty https://t.co/UULC7foBjF"
88,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
89,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
90,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
91,2020-04-09,"Reliance Jio is harassing me. I use their wi-fi.  It has gone slow again. Supreme court says Access to internet is a fundamental right. This is violation of my fundamental rights. Its really expensive. A waste of money. Damn!! @BarackObama @hrw 

#Reliance #jio #cyber #bullying https://t.co/3OMvyBguXn"
92,2020-04-09,"LIC Housing Finance 
LTP (#BSE): 255.35 +31.60 ^14.12% 
52 Wks H/L : 587.00 / 185.25
.
#MarketMover #ProfitMachine #Nifty #Sensex #StockMarket #Sharemarket #TopGainers #MidCap #MoneyControl #LIC #Bank #Insurance #Reliance #HDFC"
93,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
94,2020-04-09,Thank you #Reliance for free petrol  give to government vehicle
95,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
96,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
97,2020-04-09,"Social distancing keep distance &amp; #StaySafe.

#CoronaHaaregaIndiaJeetega
#Coronavirus
#StayHome
#Covid19
#StayHomeStaySafe
#IndiaFightsCorona
#RelianceFoundation
#Reliance #relianceindustrieslimited #ril https://t.co/FpSUIayQLO https://t.co/ok3OMPCz0T"
98,2020-04-09,"@SherlockMarwadi #AskMrChartist

#Reliance chart trading near strong resistance levels, and now stock trading near strong resistance zone 1,240-1,280 levels we can see a reversal from these levels as per chart pattern. 

#Technicalanalysis https://t.co/MTiuvJ0qhY"
99,2020-04-09,"#SocialDistancing is now become a matter of life

#StaySafe
#CoronaHaaregaIndiaJeetega
#Coronavirus
#StayHome 
#Covid19
#StayHomeStaySafe
#IndiaFightsCorona
#RelianceFoundation
#Reliance #relianceindustrieslimited #ril https://t.co/xaH1USJlbr"
100,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
101,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
102,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
103,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
104,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
105,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
106,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
107,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
108,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
109,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
110,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
111,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
112,2020-04-09,"RT @RILCampus: We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to ser…"
113,2020-04-09,#RELIANCE - RELIANCE ALTERNATE AB=CD PATTERN - TradingView - https://t.co/dgojZq2Aex
114,2020-04-09,"RT @ril_foundation: Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaH…"
115,2020-04-09,"Social distancing is not a matter of choice...it's a matter of life. 
Maintain #SocialDistancing &amp; #StaySafe.

#CoronaHaaregaIndiaJeetega
#Coronavirus
#StayHome
#Covid19
#StayHomeStaySafe
#IndiaFightsCorona
#RelianceFoundation
#Reliance #relianceindustrieslimited #ril https://t.co/9IFpDpLKth"
116,2020-04-09,"RT @RILCampus: We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to ser…"
117,2020-04-09,"#Day14 StockAnalysis- #Reliance

#priceaction
There is a weakness in the prior uptrend, speculative positions are being made. https://t.co/h91goDUqFf"
118,2020-04-09,"RT @RILCampus: We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to ser…"
119,2020-04-09,#RELIANCE - long ... - TradingView - https://t.co/zPRZNWjTPG
120,2020-04-09,#YesBank &amp; #Reliance General #Insurance partner to launch #COVID19 protection health insurance for the bank’s #customers
121,2020-04-09,"YES BANK and Reliance General Insurance launch COVID-19 health insurance plan
#YesBank #Reliance #Covid19India 
https://t.co/RgKjocyjtn"
122,2020-04-09,"Rare find! PKB220A200-240VAC-496780 from #Pilz

https://t.co/NpBtg8vB42

#industrial #automation #cutlerhammer #siemens #rockwell #pushbutton 
 #generalelectric #fanuc #modicon #omron #reliance #telemecanique #sensors #machinery #technology #tech #robotics #electric #electronics https://t.co/b3zGmh0J97"
123,2020-04-09,"#RelianceJio launches a new app that allows @RelianceJio users to recharge numbers from other phones. What more, you can earn money too 🤑 Here's all you need to know about the #JioPOSLite app.

#Jio #Reliance @TheRohitBansal @FlameOfTruth 
https://t.co/b3TMB5iShX"
124,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
125,2020-04-09,"RT @RILCampus: We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to ser…"
126,2020-04-09,"Sway to your favourite songs or just watch your favourite movies with the same feel as a theatre. Change the setting of your Smart TV to your preferred mode to suit your mood. #StayInStaySafe .
.
.
#Reliance #RelianceDigital #Tech #TechProducts #Electron… https://t.co/0Fd2Regw9R https://t.co/Hkqmr0MeLI"
127,2020-04-09,"@reliancejio network was down today afternoon for around 20-30 min...
Are u guys feel same?
#jio #jiodown
@JioCare 
#reliance"
128,2020-04-09,"RT @rachitpjain: #Reliance
#TCS
#HUL
#HDFCBANK
#Infosys
#ITC
#KOTAKBANK 

Sharing few observation.... https://t.co/3mq9XIeEOX"
129,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
130,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
131,2020-04-09,"We would like to thank all the heroes who have spent countless hours in intensive care away from their families, just to serve and protect the citizens of our country. We would like to thank you for keeping us safe and sound.

#Reliance #RILWayOfLife #COVID19 #IndiaFightsCorona https://t.co/ZEqmImlG9p"
132,2020-04-09,"SHRIKANTCHOUHAN recommendation for BUY #RELIANCE on 20200406 at 1125 met, Latest 1217.75. Day Hi-Lo(1232.80 - 1193.00), Analyst accuracy perc./no. of recos (31.75/63)"
133,2020-04-09,"Looking for a Reliance dealer close to you? Use our online dealer locator tool. https://t.co/wJSakqmtTZ 
..
.
.
#reliance #enginekits #tractor #combines #hd #hdmachines #heavyduty #reliancedealer https://t.co/0HLFjHYv7p"
134,2020-04-09,#RELIANCE - Cup &amp; Handle pattern in Reliance  - TradingView - https://t.co/2sxuSrGbkh
135,2020-04-09,"#Reliance Retail is now on #Netmeds. 

Get groceries, pantry essentials and enjoy home delivery in 173 cities. 

Link : https://t.co/JLLPL208uF

RT and Spread 👍"
136,2020-04-09,#reliance on daily scale. https://t.co/DipZ9yMAFw
137,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
138,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
139,2020-04-09,RT @Reliance_Jobs: Today I need to #thank our back office staff who have been tirelessly working to keep #Reliance cogs turning and thank t…
140,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
141,2020-04-09,"#Banknifty given money #Reliance taken majority of that money, ended in little bit of profits.
#BANKNIFTYFUTURE #Nifty https://t.co/EGPcVxrddA"
142,2020-04-09,RT @SunAdvisory: The lock down has revealed connectivity issues which Fusion can fix. We are ready to help after the lock down. #Connectivi…
143,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
144,2020-04-09,I m requesting to our Maharashtra @#cm uddhav Thackeray sir to pls give 2 months electricity bill relief to all Mumbaikars due to lockdown we r not able to afford this  I hope our CM will give take a step #maharashtraCM #maharashtrabest #reliance #MaharashtraFightsCorona #NDTV
145,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
146,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
147,2020-04-09,RT @IMHirenDhokai: Reliance Petrol Pump Mithapur Sanitize by Hypomethylone solution for customer safety@Parimalnathwani @DhanrajNathwani @S…
148,2020-04-09,Reliance Petrol Pump Mithapur Sanitize by Hypomethylone solution for customer safety@Parimalnathwani @DhanrajNathwani @Sureshdhokai @IMHirenDhokai #relianceindustrieslimited #Reliance #Relianpetro #India our #Country #Narendermodi My India 🇮🇳 JAI HIND https://t.co/fRZD4jnsrR
149,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
150,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
151,2020-04-09,"good stock 

Reliance #reliance
HDFC #HDFC
HDFC BANK #bank
ICICI BANK #ICICIBank
BAJAJ FINANCE #Bajajfinance
ITC #ITC 
Today's best 
#StockMarket"
152,2020-04-09,"#lichsgfin is now 256...
One can book profits orr trail stop loss to cost... 
I see more upside from here... 

#Nifty #nifty50 #NIFTYFUTURE #niftybank #banknifty #DowJones #WallStreet #NASDAQ #covidindia #COVID #reliance #tcs #infosys #pharmacy"
153,2020-04-09,"#EXIDEIND big bullish close target 154.85-161.70 
#MARUTI big bullish close target 5838.60-6424.60
#RELIANCE bullish close target 1324.75-1396.50
buy in dip
#niftychart #charts #bankniftychart #ChartNeverWrong  
#Nifty #niftyfuture #nifty50 #banknifty #OptionsTrading #options"
154,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
155,2020-04-09,so many bullish report on #reliance  and #nifty flying but it is stuck in 1200-1230 range.. dhokha de diya es week.. 1268 bhi nahi aaya.. let us see next week.. https://t.co/JOC6bK1L5B
156,2020-04-09,"#Reliance
Last year it announced to go zero debt, stock prices soared
Recently it piled debt of 25k, stock prices soared.
#StockMarket sometimes really behaves irrational.
Its said that you dont always have a logic for every up and down tick in markets.
Dont be a lemming"
157,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
158,2020-04-09,Today I need to #thank our back office staff who have been tirelessly working to keep #Reliance cogs turning and thank the amazing generosity of a few of our business pals who with the assistance of a couple of #volunteers helped as get all the necessary PPE to our #careworkers https://t.co/qrKQItjT5l
159,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
160,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
161,2020-04-09,"| Just in | 
#Nifty #NIFTYFUTURE #nifty50 #sensex #Markets #money #financialeducation #finance #VIX #stocks #stockstowatch #StockMarket #stockmarkets #BPCL #banknifty #YesBank #ICICIBank #SBIN #reliance #Vedanta #iocl #indialockdown #Quarantine #SBI https://t.co/JKdLKa0icn"
162,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
163,2020-04-09,RT @SunAdvisory: The lock down has revealed connectivity issues which Fusion can fix. We are ready to help after the lock down. #Connectivi…
164,2020-04-09,The lock down has revealed connectivity issues which Fusion can fix. We are ready to help after the lock down. #Connectivity #voip #remoteworking #internet #Security #SDWAN #reliance https://t.co/b7JaJoXkSE
165,2020-04-09,"Entered in #Reliance near 1213 exited near 1225 
#nifty #Banknifty #nse #reliance https://t.co/tESwT4Qsfa"
166,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
167,2020-04-09,"Nifty above 9,000; midcap index rises over 3%, Tata Motors, RIL most active

Which one did you trade Today?

#Reliance #TataMotors #MidCap  #ProfitMachine  #Mahindra  #HeroMotors #Mothersumi #BajajAuto #ApolloTyres #TVSMotors #MRF #ICICIBank #HDFC"
168,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
169,2020-04-09,"RT @nakulvibhor: Follow up

RELIANCE
gave buy reco at 1081,today hits 1229 and closed at 1192

Seems like targets are still intact with fin…"
170,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
171,2020-04-09,#reliance. entry
172,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
173,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
174,2020-04-09,"RT @trailingtrades: #RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH…"
175,2020-04-09,India always has #Reliance support and even in #COVIDー19 outbreak. @ril_foundation distributed essentials ration kits to 221 families in Surat. https://t.co/4lpZGVdTmy
176,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
177,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
178,2020-04-09,Today's update #reliance #jio #slow #internet https://t.co/8jsTXxWrS3
179,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
180,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
181,2020-04-09,"RT @rachitpjain: #Reliance
#TCS
#HUL
#HDFCBANK
#Infosys
#ITC
#KOTAKBANK 

Sharing few observation.... https://t.co/3mq9XIeEOX"
182,2020-04-09,Buy #Reliance 1188 target 1227 intraday.
183,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
184,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
185,2020-04-09,"RT @DhanrajNathwani: Happy Birthday, Dear Anant!
""Future belongs to those who believe in the beauty of their dreams"". Using these lovely wo…"
186,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
187,2020-04-09,"Assuming that we are in down trend #fundamentally for near future, #Reliance too has to be in downtrend ? Then it seems pull back from 880-1250 has been a perfect retrenchment to the first fall from 1600. Time to short again with sl of 1300 ! https://t.co/EW47blwysp"
188,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
189,2020-04-09,"#RELIANCE 

HEAVY WEIGHT STOCK OF INDEX

RELIANCE SEEMS TO BE BULLISH TILL 1360-1390 LEVELS THEN WE HAVE TO BE BULLISH ON NIFTY IN DAYS TO COME.

SO TILL THE TIME RELIANCE IS SUSTAINING ABOVE 1050 LEVELS, I AM AND WILL BE BULLISH ON NIFTY AND RELIANCE FOR THE SHORT TERM ."
190,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
191,2020-04-09,Trade entered: Sell RELIANCE APR20 FUT 1205.6 Target1180 SL1220 EndsApr 30 #RELIANCE #FrontPage
192,2020-04-09,Seller??? Anyone still alive?? Haha!! Look at #reliance now kissed 1220; target intact
193,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
194,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
195,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
196,2020-04-09,#Reliance continued rebound in the near-term https://t.co/EmaReXxhCA
197,2020-04-09,"@utkarsh_aanand #Reliance in Telecom - #SupremeCourt announces harsh measures against #vodafoneidea and #Bharti

#Reliance to enter into Diagnostics Business - #SupremeCourt announces harsh measures against existing diagnostics companies

~Too much coincidence"
198,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
199,2020-04-09,"RT @mpparimal: Dear Anant, I wish you all the very best on your birthday! May Lord Dwarkadeesh’s blessings be with you always. Wishing you…"
